x_m,y_m,object_yaw_deg,success,failed_stage,pregrasp_m,grasp_m,grasp_yaw_deg,tilt_deg,planning_time_s
0.000000,-0.700000,150.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.000000,-0.700000,160.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.000000,-0.700000,170.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.050000,-0.700000,0.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.050000,-0.700000,10.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.050000,-0.700000,20.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.050000,-0.700000,30.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.050000,-0.700000,40.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.050000,-0.700000,50.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.050000,-0.700000,60.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.050000,-0.700000,70.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.050000,-0.700000,80.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.050000,-0.700000,90.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.050000,-0.700000,100.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.050000,-0.700000,110.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.050000,-0.700000,120.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.050000,-0.700000,130.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.050000,-0.700000,140.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.050000,-0.700000,150.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.050000,-0.700000,160.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.050000,-0.700000,170.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.100000,-0.700000,0.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.100000,-0.700000,10.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.100000,-0.700000,20.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.100000,-0.700000,30.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.100000,-0.700000,40.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.100000,-0.700000,50.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.100000,-0.700000,60.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.100000,-0.700000,70.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.100000,-0.700000,80.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.100000,-0.700000,90.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.100000,-0.700000,100.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.100000,-0.700000,110.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.100000,-0.700000,120.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.100000,-0.700000,130.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.100000,-0.700000,140.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.100000,-0.700000,150.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.100000,-0.700000,160.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.100000,-0.700000,170.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.150000,-0.700000,0.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.150000,-0.700000,10.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.150000,-0.700000,20.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.150000,-0.700000,30.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.150000,-0.700000,40.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.150000,-0.700000,50.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.150000,-0.700000,60.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.150000,-0.700000,70.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.150000,-0.700000,80.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.150000,-0.700000,90.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.150000,-0.700000,100.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.150000,-0.700000,110.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.150000,-0.700000,120.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.150000,-0.700000,130.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.150000,-0.700000,140.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.150000,-0.700000,150.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.150000,-0.700000,160.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.150000,-0.700000,170.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.200000,-0.700000,0.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.200000,-0.700000,10.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.200000,-0.700000,20.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.200000,-0.700000,30.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.200000,-0.700000,40.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.200000,-0.700000,50.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.200000,-0.700000,60.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.200000,-0.700000,70.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.200000,-0.700000,80.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.200000,-0.700000,90.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.200000,-0.700000,100.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.200000,-0.700000,110.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.200000,-0.700000,120.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.200000,-0.700000,130.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.200000,-0.700000,140.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.200000,-0.700000,150.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.200000,-0.700000,160.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.200000,-0.700000,170.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.250000,-0.700000,0.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.250000,-0.700000,10.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.250000,-0.700000,20.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.250000,-0.700000,30.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.250000,-0.700000,40.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.250000,-0.700000,50.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.250000,-0.700000,60.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.250000,-0.700000,70.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.250000,-0.700000,80.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.250000,-0.700000,90.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.250000,-0.700000,100.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.250000,-0.700000,110.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.250000,-0.700000,120.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.250000,-0.700000,130.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.250000,-0.700000,140.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.250000,-0.700000,150.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.250000,-0.700000,160.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.250000,-0.700000,170.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.300000,-0.700000,0.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.300000,-0.700000,10.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.300000,-0.700000,20.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.300000,-0.700000,30.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.300000,-0.700000,40.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.300000,-0.700000,50.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.300000,-0.700000,60.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.300000,-0.700000,70.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.300000,-0.700000,80.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.300000,-0.700000,90.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.300000,-0.700000,100.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.300000,-0.700000,110.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.300000,-0.700000,120.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.300000,-0.700000,130.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.300000,-0.700000,140.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.300000,-0.700000,150.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.300000,-0.700000,160.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.300000,-0.700000,170.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.350000,-0.700000,0.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.350000,-0.700000,10.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.350000,-0.700000,20.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.350000,-0.700000,30.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.350000,-0.700000,40.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.350000,-0.700000,50.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.350000,-0.700000,60.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.350000,-0.700000,70.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.350000,-0.700000,80.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.350000,-0.700000,90.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.350000,-0.700000,100.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.350000,-0.700000,110.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.350000,-0.700000,120.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.350000,-0.700000,130.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.350000,-0.700000,140.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.350000,-0.700000,150.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.350000,-0.700000,160.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.350000,-0.700000,170.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.400000,-0.700000,0.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.400000,-0.700000,10.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.400000,-0.700000,20.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.400000,-0.700000,30.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.400000,-0.700000,40.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.400000,-0.700000,50.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.400000,-0.700000,60.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.400000,-0.700000,70.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.400000,-0.700000,80.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.400000,-0.700000,90.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.400000,-0.700000,100.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.400000,-0.700000,110.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.400000,-0.700000,120.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.400000,-0.700000,130.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.400000,-0.700000,140.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.400000,-0.700000,150.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.400000,-0.700000,160.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.400000,-0.700000,170.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.450000,-0.700000,0.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.450000,-0.700000,10.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.450000,-0.700000,20.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.450000,-0.700000,30.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.450000,-0.700000,40.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.450000,-0.700000,50.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.450000,-0.700000,60.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.450000,-0.700000,70.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.450000,-0.700000,80.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.450000,-0.700000,90.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.450000,-0.700000,100.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.450000,-0.700000,110.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.450000,-0.700000,120.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.450000,-0.700000,130.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.450000,-0.700000,140.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.450000,-0.700000,150.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.450000,-0.700000,160.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.450000,-0.700000,170.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.500000,-0.700000,0.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.500000,-0.700000,10.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.500000,-0.700000,20.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.500000,-0.700000,30.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.500000,-0.700000,40.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.500000,-0.700000,50.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.500000,-0.700000,60.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.500000,-0.700000,70.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.500000,-0.700000,80.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.500000,-0.700000,90.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.500000,-0.700000,100.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.500000,-0.700000,110.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.500000,-0.700000,120.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.500000,-0.700000,130.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.500000,-0.700000,140.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.500000,-0.700000,150.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.500000,-0.700000,160.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.500000,-0.700000,170.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.550000,-0.700000,0.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.550000,-0.700000,10.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.550000,-0.700000,20.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.550000,-0.700000,30.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.550000,-0.700000,40.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.550000,-0.700000,50.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.550000,-0.700000,60.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.550000,-0.700000,70.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.550000,-0.700000,80.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.550000,-0.700000,90.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.550000,-0.700000,100.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.550000,-0.700000,110.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.550000,-0.700000,120.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.550000,-0.700000,130.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.550000,-0.700000,140.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.550000,-0.700000,150.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.550000,-0.700000,160.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.550000,-0.700000,170.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.600000,-0.700000,0.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.600000,-0.700000,10.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.600000,-0.700000,20.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.600000,-0.700000,30.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.600000,-0.700000,40.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.600000,-0.700000,50.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.600000,-0.700000,60.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.600000,-0.700000,70.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.600000,-0.700000,80.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.600000,-0.700000,90.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.600000,-0.700000,100.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.600000,-0.700000,110.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.600000,-0.700000,120.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.600000,-0.700000,130.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.600000,-0.700000,140.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.600000,-0.700000,150.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.600000,-0.700000,160.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.600000,-0.700000,170.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.650000,-0.700000,0.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.650000,-0.700000,10.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.650000,-0.700000,20.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.650000,-0.700000,30.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.650000,-0.700000,40.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.650000,-0.700000,50.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.650000,-0.700000,60.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.650000,-0.700000,70.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.650000,-0.700000,80.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.650000,-0.700000,90.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.650000,-0.700000,100.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.650000,-0.700000,110.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.650000,-0.700000,120.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.650000,-0.700000,130.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.650000,-0.700000,140.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.650000,-0.700000,150.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.650000,-0.700000,160.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.650000,-0.700000,170.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.700000,-0.700000,0.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.700000,-0.700000,10.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.700000,-0.700000,20.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.700000,-0.700000,30.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.700000,-0.700000,40.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.700000,-0.700000,50.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.700000,-0.700000,60.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.700000,-0.700000,70.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.700000,-0.700000,80.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.700000,-0.700000,90.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.700000,-0.700000,100.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.700000,-0.700000,110.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.700000,-0.700000,120.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.700000,-0.700000,130.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.700000,-0.700000,140.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.700000,-0.700000,150.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.700000,-0.700000,160.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
0.700000,-0.700000,170.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
-0.700000,-0.650000,0.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
-0.700000,-0.650000,10.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
-0.700000,-0.650000,20.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
-0.700000,-0.650000,30.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
-0.700000,-0.650000,40.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
-0.700000,-0.650000,50.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
-0.700000,-0.650000,60.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
-0.700000,-0.650000,70.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
-0.700000,-0.650000,80.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
-0.700000,-0.650000,90.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
-0.700000,-0.650000,100.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
-0.700000,-0.650000,110.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
-0.700000,-0.650000,120.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
-0.700000,-0.650000,130.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
-0.700000,-0.650000,140.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
-0.700000,-0.650000,150.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
-0.700000,-0.650000,160.000000,0,PLAN_TOP_OBSERVE,nan,nan,nan,nan,0.000000
